,Statement,Link,Date,Source,Label
486,West Virginia is the state with the oldest population.,https://www.politifact.com/factchecks/2020/jul/29/jim-justice/west-virginia-oldest-state-jim-justice-says/,2020-07-29,Jim Justice,half-true
487,"Say that according to the Los Angeles Times, “95% of warrants for murder in Los Angeles are for illegal aliens,” more than two-thirds of all births in Los Angeles County “are to illegal alien Mexicans” on Medicaid, “nearly 60% of all occupants of HUD properties are illegal,” and Nancy Pelosi “wants to put a windfall tax” on retirement fund profits.",https://www.politifact.com/factchecks/2020/jul/29/facebook-posts/debunking-14-year-old-post-immigrants-los-angeles/,2020-07-29,Facebook posts,pants-fire
488,Says the NIH “15 years ago published a study on chloroquine. It is effective against COVID-(1).”,https://www.politifact.com/factchecks/2020/jul/29/facebook-posts/2005-chloroquine-study-had-nothing-do-covid-19-and/,2020-07-29,Facebook posts,false
489,“@Mark Warner and his party bosses are calling to defund the police...”,https://www.politifact.com/factchecks/2020/jul/29/daniel-gade/mark-warner-says-he-opposes-defunding-police-contr/,2020-07-29,Daniel Gade,false
490,Photo shows “huge charter busses” Black Lives Matter bought “to transport members to riots.”,https://www.politifact.com/factchecks/2020/jul/29/viral-image/these-buses-are-toronto-raptors-not-blm/,2020-07-29,Viral image,pants-fire
491,“Walmart has just pledged $100 million to Black Lives Matter.”,https://www.politifact.com/factchecks/2020/jul/28/facebook-posts/walmart-pledged-100m-racial-equity-center-not-blac/,2020-07-28,Facebook posts,false
492,"Social media posts claim the U.S. Postal Service “says you should give mail in ballots at least 14 days roundtrip. So, if you plan to vote by mail, election day isn’t November 3. It’s October 20th.”",https://www.politifact.com/factchecks/2020/jul/28/facebook-posts/how-early-should-you-send-your-mail-ballot-make-su/,2020-07-28,Facebook posts,half-true
493,Says Joe Biden is formally listed as criminal suspect in Ukraine case involving his son.,https://www.politifact.com/factchecks/2020/jul/28/viral-image/opening-case-file-does-not-mean-joe-biden-criminal/,2020-07-28,Viral image,false
494,"“This virus has a cure. It is called hydroxychloroquine, zinc, and Zithromax. I know you people want to talk about a mask. Hello? You don’t need (a) mask. There is a cure.”",https://www.politifact.com/factchecks/2020/jul/28/stella-immanuel/dont-fall-video-hydroxychloroquine-not-covid-19-cu/,2020-07-28,Stella Immanuel,false
495,“McDonald’s (makes) you all sign noncompete contracts that you cannot go across town to try to get a job at Burger King.”,https://www.politifact.com/factchecks/2020/jul/28/joe-biden/biden-wrong-mcdonalds-workers-cant-jump-competing-/,2020-07-28,Joe Biden,false
496,Says Mark Zuckerberg's real name is Jacob Greenberg and he’s the grandson of billionaire David Rockefeller.,https://www.politifact.com/factchecks/2020/jul/28/facebook-posts/no-mark-zuckerberg-not-david-rockefellers-grandson/,2020-07-28,Facebook posts,pants-fire
497,"On home health workers’ low pay and limited benefits, “40% are still on SNAP or Medicaid.”",https://www.politifact.com/factchecks/2020/jul/28/joe-biden/biden-right-pay-home-health-workers-paltry/,2020-07-28,Joe Biden,true
498,No U.S. presidents elected before Donald Trump were racist.,https://www.politifact.com/factchecks/2020/jul/27/joe-biden/long-history-racism-us-presidency/,2020-07-27,Joe Biden,false
499,"The CDC said it “made a mistake” and reduced its count of Florida COVID-19 cases from 90,000 to 11,000.",https://www.politifact.com/factchecks/2020/jul/27/viral-image/no-cdc-did-not-admit-mistake-did-not-reduce-its-co/,2020-07-27,Viral image,false
500,"“Under the leadership of @WVGovernor Justice, West Virginia now has the highest rate of COVID-19 spread from person to person than any other state.”",https://www.politifact.com/factchecks/2020/jul/27/west-virginia-democratic-party/fact-checking-wv-democratic-partys-tweet-covid-19-/,2020-07-27,West Virginia Democratic Party,half-true
501,The Trump administration has had “zero unfulfilled equipment and supply requests from state governors.”,https://www.politifact.com/factchecks/2020/jul/27/sean-hannity/no-trump-administration-hasnt-fulfilled-every-stat/,2020-07-27,Sean Hannity,false
502,"Quotes Tom Brady as saying, “If anyone on my team kneels, I quit.”",https://www.politifact.com/factchecks/2020/jul/27/tweets/no-tom-brady-didnt-threaten-quit-over-teammates-kn/,2020-07-27,Tweets,pants-fire
503,Michigan House “passes bill to ‘voluntarily’ begin placing human implantable microchips into the bodies of all state government employees”,https://www.politifact.com/factchecks/2020/jul/27/facebook-posts/no-michigan-lawmakers-didnt-create-framework-micro/,2020-07-27,Facebook posts,barely-true
504,Says Sen. Thom Tillis “doesn’t think restaurant workers should have to wash their hands.”,https://www.politifact.com/factchecks/2020/jul/25/majority-forward/tillis-never-said-restaurant-workers-shouldnt-have/,2020-07-24,Majority Forward,false
505,Says Gov. Gretchen Whitmer “defunded the Michigan State Police and the prisons.”,https://www.politifact.com/factchecks/2020/jul/24/great-lakes-news/whitmer-did-not-defund-police-corrections/,2020-07-24,Great Lakes News,false
506,"There’s already 10,000 businesses that are not likely to open again, and a significant number of small businesses and minority businesses.”",https://www.politifact.com/factchecks/2020/jul/24/joe-biden/fact-checking-bidens-comments-covid-19-small-busin/,2020-07-24,Joe Biden,mostly-true
507,“We're setting record job numbers.”,https://www.politifact.com/factchecks/2020/jul/24/donald-trump/unpacking-donald-trumps-statement-record-job-numbe/,2020-07-24,Donald Trump,barely-true
508,"“PPP on average probably provided a grant of around $11,000 per employee.""",https://www.politifact.com/factchecks/2020/jul/24/ron-johnson/johnson-accurate-his-estimation-ppp-loan-employee/,2020-07-24,Ron Johnson,mostly-true
509,Kroger stores are charging a “BLM charge.”,https://www.politifact.com/factchecks/2020/jul/24/viral-image/kroger-stores-arent-taxing-customers-blm-charge/,2020-07-24,Viral image,pants-fire
510,"Quotes Anthony Fauci as writing, “I reject the notion that it’s ‘just a virus’ and we’ll all get it eventually. What a careless, lazy, heartless stance.”",https://www.politifact.com/factchecks/2020/jul/24/facebook-posts/anthony-fauci-didnt-write-facebook-post-about-viru/,2020-07-24,Facebook posts,false
511,The United Nations’ “new world order” agenda will create one world government with one world military and the end of national sovereignty.,https://www.politifact.com/factchecks/2020/jul/24/viral-image/facebook-post-distorts-uns-sustainable-development/,2020-07-24,Viral image,false
512,“Murders this year have spiked 27% in Philadelphia.”,https://www.politifact.com/factchecks/2020/jul/24/donald-trump/fact-checking-trump-rising-murders-philly/,2020-07-24,Donald Trump,true
513,"The estate tax ""would punish family farms and small businesses, forcing them to be sold off instead of passed on to the next generation.”",https://www.politifact.com/factchecks/2020/jul/23/national-republican-senatorial-committee/republican-committees-claim-about-estate-tax-isnt-/,2020-07-23,National Republican Senatorial Committee,barely-true
514,Quotes Joe Biden as saying “We need to teach our children the ISLAMIC FAITH in our schools!”,https://www.politifact.com/factchecks/2020/jul/23/facebook-posts/joe-biden-wished-students-studied-theology-includi/,2020-07-23,Facebook posts,false
515,Says President Donald Trump “is still yet to say anything as the president of the United States about bounties on American troops.”,https://www.politifact.com/factchecks/2020/jul/23/hillary-clinton/fact-checking-hillary-clinton-donald-trumps-respon/,2020-07-23,Hillary Clinton,barely-true
516,“TEA is allowing online learning with attendance stipulations but will not fund school districts if they do not open their schools...If schools do not open and are not funded there will be no more teachers or school at all.”,https://www.politifact.com/factchecks/2020/jul/23/facebook-posts/will-texas-schools-lose-funding-if-they-keep-doors/,2020-07-23,Facebook posts,half-true
517,Says Tom Hanks was “arrested in Australia for pedophilia.”,https://www.politifact.com/factchecks/2020/jul/23/facebook-posts/another-tom-hanks-hoax-about-unfounded-criminal-al/,2020-07-23,Facebook posts,pants-fire
518,“Two stamps needed for mail-in ballots.”,https://www.politifact.com/factchecks/2020/jul/23/facebook-posts/postal-service-says-its-policy-deliver-even-mail-b/,2020-07-23,Facebook posts,half-true
519,Bank of America just pledged $1 billion dollars to Black Lives Matter.,https://www.politifact.com/factchecks/2020/jul/23/facebook-posts/no-bank-america-didnt-pledge-donate-1-billion-blac/,2020-07-23,Facebook posts,false
520,“Teachers are the number one occupation of the antifa terrorist organization according to the FBI.”,https://www.politifact.com/factchecks/2020/jul/23/facebook-posts/fbi-has-not-linked-teachers-antifa/,2020-07-23,Facebook posts,pants-fire
521,"“Taxpayers spent $70,000,000 to develop this drug ( remdesivir).""",https://www.politifact.com/factchecks/2020/jul/23/public-citizen/yes-taxpayers-have-sunk-least-70-million-developin/,2020-07-23,Public Citizen,true
522,"“I, all the way back in January, warned (President Trump that) this pandemic was coming. I talked about what we needed to do.”",https://www.politifact.com/factchecks/2020/jul/22/joe-biden/fact-checking-what-joe-biden-said-about-coronaviru/,2020-07-22,Joe Biden,mostly-true
523,"Quotes President Donald Trump as saying, “Everybody says I’ve done a tremendous job with COVID… I think a little gratitude would be nice. Maybe a big ‘Thank you Mr. President’ is called for.”",https://www.politifact.com/factchecks/2020/jul/22/facebook-posts/no-evidence-trump-actually-said-during-pandemic/,2020-07-22,Facebook posts,false
524,Businesses that refuse any legal tender can be fined and sued.,https://www.politifact.com/factchecks/2020/jul/22/facebook-posts/are-businesses-required-law-accept-cash-depends-wh/,2020-07-22,Facebook posts,half-true
525,The New York Times “published Tucker Carlson’s home address and location.”,https://www.politifact.com/factchecks/2020/jul/22/facebook-posts/new-york-times-hasnt-published-tucker-carlsons-add/,2020-07-22,Facebook posts,false
526,"Says Joe Biden said, “We don’t need any more N***** bigshots.”",https://www.politifact.com/factchecks/2020/jul/22/viral-image/biden-was-quoting-memo-during-senate-hearing/,2020-07-22,Viral image,false
527,"Says Barack Obama ""signed the law authorizing federal agents to snatch protesters off the streets” in Portland, Ore.",https://www.politifact.com/factchecks/2020/jul/22/viral-image/no-obama-did-not-sign-law-allowing-protesters-be-s/,2020-07-22,Viral image,false
528,"Says John James ""wants to allow insurance companies to discriminate against people with preexisting conditions.”",https://www.politifact.com/factchecks/2020/jul/22/afscme/attack-ad-exaggerates-james-health-care-stance/,2020-07-22,AFSCME,barely-true
529,"""The average family in America forks over more of their hard-earned income to their local hospital than to the IRS.”",https://www.politifact.com/factchecks/2020/jul/22/mike-gallagher/yes-average-american-family-pays-more-hospital-exp/,2020-07-22,Mike Gallagher,true
530,“Since Trump labeled ANTIFA a terrorist organization their rights were stripped by the Patriot Act which states if someone is labeled a terrorist they are not afforded due process.”,https://www.politifact.com/factchecks/2020/jul/21/instagram-posts/despite-trump-talk-antifa-has-not-been-designated-/,2020-07-21,Instagram posts,false
531,"Says Joe Biden proposed “killing over 600,000 jobs supported by fracking.”",https://www.politifact.com/factchecks/2020/jul/21/mike-kelly/no-joe-biden-doesnt-want-ban-fracking-or-kill-penn/,2020-07-21,Mike Kelly,false
532,“Alexandria Ocasio-Cortez votes with President Trump more than Abigail Spanberger does.”,https://www.politifact.com/factchecks/2020/jul/21/nick-freitas/spanberger-vs-ocasio-cortez-who-less-supportive-tr/,2020-07-21,Nick Freitas,half-true
533,"Nine “antifa members arrested” in Portland, Ore.",https://www.politifact.com/factchecks/2020/jul/21/viral-image/no-evidence-9-arrested-portland-are-members-left-w/,2020-07-21,Viral image,false
534,“12 white female bodies in garage freezer tagged ‘Black Lives Matter.’”,https://www.politifact.com/factchecks/2020/jul/20/blog-posting/fake-story-connecting-dead-bodies-and-black-lives-/,2020-07-20,Bloggers,pants-fire
535,"The FBI uncovered ""256 texts between Adam Schiff and Jeffrey Epstein""",https://www.politifact.com/factchecks/2020/jul/20/facebook-posts/no-fbi-didnt-find-over-250-texts-between-schiff-ep/,2020-07-20,Facebook posts,pants-fire
536,Photo shows “Lynn Rothschild and her eating babies decor.”,https://www.politifact.com/factchecks/2020/jul/20/tweets/photo-lynn-forester-de-rothschild-has-been-doctore/,2020-07-20,Tweets,pants-fire
537,“We have one of the lowest mortality rates in the world” from COVID-19.,https://www.politifact.com/factchecks/2020/jul/20/donald-trump/donald-trump-wrong-say-us-has-one-lowest-mortality/,2020-07-20,Donald Trump,false
538,Says President Donald Trump tweeted that South Dakota needs to keep its border with California closed.,https://www.politifact.com/factchecks/2020/jul/20/facebook-posts/trump-didnt-tweet-about-south-dakota-california-bo/,2020-07-20,Facebook posts,pants-fire
539,Says Joe Biden has said 150 million Americans died from guns and another 120 million from COVID-19,https://www.politifact.com/factchecks/2020/jul/20/facebook-posts/yes-biden-has-said-150-million-americans-died-guns/,2020-07-20,Facebook posts,mostly-true
540,Says Donald Trump tweeted that the Confederate flag is “a symbol of LOVE!! Plantations kept black people employed and gave them free food and housing!!! Black unemployment was VERY low back then like now with ME as your President!!”,https://www.politifact.com/factchecks/2020/jul/20/viral-image/no-trump-didnt-tweet-about-confederate-flag/,2020-07-20,Viral image,pants-fire
541,“Old C-SPAN footage of Joe Biden introducing man in blackface.”,https://www.politifact.com/factchecks/2020/jul/20/youtube-videos/video-edited-look-biden-introduced-singer-blackfac/,2020-07-20,YouTube videos,false
542,“Wayfair CEO steps down.”,https://www.politifact.com/factchecks/2020/jul/20/viral-image/no-wayfairs-ceo-has-not-resigned/,2020-07-20,Viral image,false
543,If you maintain social distancing indoors “there's no reason to have an additional mask on top of that.”,https://www.politifact.com/factchecks/2020/jul/20/anthony-sabatini/florida-lawmaker-offers-bad-advice-masks-and-socia/,2020-07-20,Anthony Sabatini,false
544,"Opening the schools “is a local determination, but it’s not a state determination.”",https://www.politifact.com/factchecks/2020/jul/18/tom-reed/state-holds-power-over-school-re-openings/,2020-07-18,Tom Reed,false
545,Photo shows “Chuck Schumer kissing this child on Epstein island!”,https://www.politifact.com/factchecks/2020/jul/18/viral-image/photo-man-kissing-child-absolutely-not-senator/,2020-07-18,Viral image,false
546,“Cal Cunningham criticized (the Paycheck Protection Program) while his company benefitted.”,https://www.politifact.com/factchecks/2020/jul/17/thom-tillis/tillis-omits-key-facts-about-cunningham-ppp/,2020-07-17,Thom Tillis,half-true
547,“Joe Biden wants to end school choice.”,https://www.politifact.com/factchecks/2020/jul/17/donald-trump/donald-trump-falsely-claims-biden-wants-end-school/,2020-07-17,Donald Trump,barely-true
548,"Says Joe Biden plans to “mandate net-zero carbon emissions for homes, offices and all new buildings by 2030. That basically means no windows, no nothing.”",https://www.politifact.com/factchecks/2020/jul/17/donald-trump/trump-said-biden-wants-mandate-net-zero-emission-b/,2020-07-17,Donald Trump,false
549,"“Homicides are intraracial. When you look at white-on-white crime, it's 84%. Right? Homicides. White people kill white people.”",https://www.politifact.com/factchecks/2020/jul/17/sunny-hostin/view-co-host-sunny-hostin-right-about-white-white-/,2020-07-17,Sunny Hostin,true
550,"""Our country and Constitution was built on a foundational separation of church and state.""",https://www.politifact.com/factchecks/2020/jul/17/mark-pocan/wisconsin-lawmaker-makes-his-case-separation-churc/,2020-07-17,Mark Pocan,mostly-true
551,Says research shows that children feel pressure “to become sexually active because of comprehensive sex education.”,https://www.politifact.com/factchecks/2020/jul/17/monica-cline/research-shows-sex-ed-reduces-rates-sexual-activit/,2020-07-17,Monica Cline,false
552,Says Wisconsin Republicans “pushed for long lines and polls open for one day only.”,https://www.politifact.com/factchecks/2020/jul/17/state-democratic-party-wisconsin/wisconsin-dems-ignore-key-details-saying-gop-pushe/,2020-07-17,Democratic Party of Wisconsin,barely-true
553,"Under Joe Biden’s policy, immigrants in the country illegally “get welfare benefits. United States citizens don't get what they're looking to give illegal immigrants.”",https://www.politifact.com/factchecks/2020/jul/17/donald-trump/donald-trump-gives-false-version-joe-biden-bernie-/,2020-07-17,Donald Trump,false
554,"A Joe Biden-Bernie Sanders “unity” policy document shows “they want to abolish our police departments. They want to abolish our prisons, I guess.”",https://www.politifact.com/factchecks/2020/jul/17/donald-trump/no-joe-biden-will-not-abolish-police-or-prisons-do/,2020-07-17,Donald Trump,pants-fire
555,"“You must apply to get your second stimulus check! I’ve already filed for mine and will be receiving $2,000 a month for the rest of the year.”",https://www.politifact.com/factchecks/2020/jul/16/facebook-posts/dont-fall-hoax-about-monthly-stimulus-checks/,2020-07-16,Facebook posts,pants-fire
556,“All the books” have been removed from the classrooms of a Minnesota middle school because administrators “claim that the books cannot be cleaned.”,https://www.politifact.com/factchecks/2020/jul/16/viral-image/books-removed-school-because-they-were-outdated-no/,2020-07-16,Viral image,false
557,"Photo shows “Dr. Fauci, Melinda Gates and Barack Obama at the Wuhan Lab in 2015.”",https://www.politifact.com/factchecks/2020/jul/16/viral-image/no-photo-doesnt-show-fauci-and-obama-wuhan/,2020-07-16,Viral image,pants-fire
558,"""New study: The flu vaccine is 'significantly associated' with an increased risk of coronavirus""",https://www.politifact.com/factchecks/2020/jul/16/facebook-posts/2017-18-flu-season-study-does-not-include-covid-19/,2020-07-16,Facebook posts,false
559,"""Wrong"" COVID-19 case count by Orlando Health ""explains the 'outbreak' in Florida.""",https://www.politifact.com/factchecks/2020/jul/16/facebook-posts/misreported-test-data-orlando-does-not-explain-flo/,2020-07-16,Facebook posts,false
560,"""Marquette University threatened to rescind student’s admission over pro-Trump TikTok video.""",https://www.politifact.com/factchecks/2020/jul/16/donald-trump-jr/marquette-admission-trump-samantha-pfefferle/,2020-07-16,Donald Trump Jr.,barely-true
561,"“Kids are less likely to get it (COVID-19). You know, they’re less likely to spread. So I think there’s some pretty good data out there that will help alleviate some of the concerns.”",https://www.politifact.com/factchecks/2020/jul/16/kim-reynolds/existing-research-shows-lower-rate-children-gettin/,2020-07-16,Kim Reynolds,mostly-true
562,"Says Betsy Devos said ""only"" 0.02% of kids are likely to die when they go back to school.",https://www.politifact.com/factchecks/2020/jul/16/facebook-posts/no-betsy-devos-didnt-say-only-002-kids-would-die-i/,2020-07-16,Facebook posts,pants-fire
563,"Says a leader of the Blackfeet Nation tribe designed the current Washington Redskins logo and once said it “made us all proud to have an Indian on a big-time team.""",https://www.politifact.com/factchecks/2020/jul/16/facebook-posts/post-about-blackfeet-tribe-leader-creating-washing/,2020-07-16,Facebook posts,mostly-true
564,"Says FEMA is giving essential workers $1,000.",https://www.politifact.com/factchecks/2020/jul/15/facebook-posts/no-fema-isnt-giving-americans-1000/,2020-07-15,Facebook posts,pants-fire
565,“The Supreme Court ruled today NO VOTING BY MAIL !!!”,https://www.politifact.com/factchecks/2020/jul/15/facebook-posts/no-supreme-court-did-not-strike-down-voting-mail/,2020-07-15,Facebook posts,false
566,"Only 56 coronavirus deaths a day was enough to collapse the world economy, even though thousands of people die daily from tuberculosis, hepatitis B, and other diseases.",https://www.politifact.com/factchecks/2020/jul/15/facebook-posts/dont-trust-comparison-daily-coronavirus-deaths-oth/,2020-07-15,Facebook posts,pants-fire
567,“No other country” is having a “second wave” of COVID-19 “because they are not trying to unseat a President in November.”,https://www.politifact.com/factchecks/2020/jul/14/facebook-posts/no-us-not-alone-facing-possible-second-wave-covid-/,2020-07-14,Facebook posts,false
568,"“First off, it’s in statute already in HIPAA that preexisting conditions are covered.”",https://www.politifact.com/factchecks/2020/jul/14/alex-azar/azar-says-federal-law-had-preexisting-conditions-c/,2020-07-14,Alex Azar,barely-true
569,Photo shows “Wayfair president of operations Bill Hutcherson with Ghislaine Maxwell.”,https://www.politifact.com/factchecks/2020/jul/14/viral-image/no-photo-doesnt-show-ghislaine-maxwell-wayfair-exe/,2020-07-14,Viral image,pants-fire
570,“Weis Food stores will no longer sell anything with the American flag and their employees can no longer wear anything with the flag.”,https://www.politifact.com/factchecks/2020/jul/14/facebook-posts/no-flag-ban-weis-markets-company-says/,2020-07-14,Facebook posts,false
571,“Registered Republican not allowed to vote.”,https://www.politifact.com/factchecks/2020/jul/14/viral-image/woman-who-says-she-was-barred-voting-la-gop-primar/,2020-07-14,Viral image,false
572,Says “Democratic Mayors in some of Wisconsin's largest cities closed voting locations in April to cause chaos.”,https://www.politifact.com/factchecks/2020/jul/14/republican-party-wisconsin/wisconsin-gop-misfires-saying-democratic-mayors-cl/,2020-07-14,Republican Party of Wisconsin,false
573,Quotes Dr. Denis Mukwege as saying he resigned from the Congolese coronavirus response team because he was ordered to fabricate COVID-19 case and death numbers.,https://www.politifact.com/factchecks/2020/jul/13/facebook-posts/no-congo-doctor-didnt-say-he-resigned-covid-19-res/,2020-07-13,Facebook posts,false
574,"Says Amber Alerts are issued for white kids ""but not Black kids in Milwaukee.""",https://www.politifact.com/factchecks/2020/jul/13/facebook-posts/says-amber-alerts-are-issued-white-kids-not-black-/,2020-07-13,Facebook posts,false
575,"“To children and the vast majority of young and middle-aged adults and the vast majority of teachers, (the coronavirus) poses virtually zero threat.""",https://www.politifact.com/factchecks/2020/jul/13/tucker-carlson/tucker-carlson-claims-coronavirus-poses-virtually-/,2020-07-13,Tucker Carlson,barely-true
576,"“Hillary Clinton is on trial, she (supposed) to have killed” a 10-year-old girl.",https://www.politifact.com/factchecks/2020/jul/13/facebook-posts/no-hillary-clinton-not-trial-murder-10-year-old-gi/,2020-07-13,Facebook posts,pants-fire
577,"Says COVID-19 testing could be done with mouth swabs, so maybe deeper swabbing is “implanting something.”",https://www.politifact.com/factchecks/2020/jul/13/facebook-posts/no-proof-nasal-swabs-preferred-covid-test-are-impl/,2020-07-13,Facebook posts,barely-true
578,Lists eight wealthy politicians and public figures who “got millions (or close to it) in PPP loans.”,https://www.politifact.com/factchecks/2020/jul/13/facebook-posts/fact-checking-which-trump-supporters-and-allies-go/,2020-07-13,Facebook posts,half-true
579,“The CDC may have to stop calling COVID-19 an ‘epidemic’ due to a remarkably low death rate.”,https://www.politifact.com/factchecks/2020/jul/13/facebook-posts/no-cdc-not-verge-no-longer-calling-covid-19-epidem/,2020-07-13,Facebook posts,false
580,"On COVID-19, Donald Trump said that “maybe if you drank bleach you may be okay.”",https://www.politifact.com/factchecks/2020/jul/11/joe-biden/no-trump-didnt-tell-americans-infected-coronavirus/,2020-07-11,Joe Biden,barely-true
581,"“And I heard that just yesterday, Joe Biden said that well-armed police in his words ‘become the enemy’ and he said that he would ‘absolutely cut funding for law enforcement.’”",https://www.politifact.com/factchecks/2020/jul/10/mike-pence/biden-open-shifting-some-police-money-his-enemy-co/,2020-07-10,Mike Pence,barely-true
582,Says “no one under the age of 20 has died of the coronavirus. We still don’t know whether children can get it and transmit it to others.”,https://www.politifact.com/factchecks/2020/jul/10/john-cornyn/some-covid-19-deaths-have-been-children/,2020-07-10,John Cornyn,false
583,“There is no science or data to suggest that kids are at risk from COVID.”,https://www.politifact.com/factchecks/2020/jul/10/melissa-melendez/california-lawmaker-makes-oversimplified-untrue-cl/,2020-07-10,Melissa Melendez,false
584,"“New Zealand let health experts” rather than politicians make decisions about how to deal with COVID-19, “and as of today they have zero COVID cases.”",https://www.politifact.com/factchecks/2020/jul/10/facebook-posts/yes-science-led-new-zealand-currently-has-no-local/,2020-07-10,Facebook posts,mostly-true
585,"""Higher education is one of America's strongest export sectors. Over 1 million international students studied at American universities, (in the) 2018-19 school year. They contributed over $40 billion to the economy.”",https://www.politifact.com/factchecks/2020/jul/10/chris-hayes/msnbcs-chris-hayes-right-economic-impact-internati/,2020-07-10,Chris Hayes,true
586,Says Texas Education Agency Commissioner Mike Morath is requiring teachers to return to classrooms while “he has closed his offices at TEA through January.”,https://www.politifact.com/factchecks/2020/jul/10/ken-zarifis/are-texas-education-officials-working-home-while-a/,2020-07-10,Ken Zarifis,false
587,"Florida state Rep. Heather Fitzenhagen “turned her back on President Trump, refusing to ban sanctuary cities.”",https://www.politifact.com/factchecks/2020/jul/10/florida-republican-senatorial-campaign-committee/ad-wrongly-says-florida-republican-refused-ban-san/,2020-07-10,Florida Republican Senatorial Campaign Committee,false
588,"""Three hundred sixty thousand Pennsylvanians fought on the side of the Union to defeat the flag, that Confederate flag, including more Black soldiers coming from Pennsylvania than any other state in the nation.""",https://www.politifact.com/factchecks/2020/jul/10/joe-biden/did-pa-send-more-black-troops-fight-union-during-c/,2020-07-10,Joe Biden,mostly-true
589,Says police unions have it “written into a contract that (officers) are not going to be accountable” for misconduct.,https://www.politifact.com/factchecks/2020/jul/10/gwen-moore/unions-limit-police-accountability-discipline/,2020-07-10,Gwen Moore,barely-true
590,"Multiple studies “all said for decades, masks do not work with viruses.”",https://www.politifact.com/factchecks/2020/jul/09/dan-forest/nc-republican-wrongfully-says-masks-do-not-work/,2020-07-09,Dan Forest,false
591,A patient discharge document proves that “The WHO and CDC do NOT recommend that healthy people wear masks.”,https://www.politifact.com/factchecks/2020/jul/09/viral-image/photo-discharge-paperwork-shows-outdated-recommend/,2020-07-09,Viral image,barely-true
592,"Quotes LeBron James as saying, “I don’t want nothing to do with white people. I don’t believe they want anything to do with me. I don’t want no (white) friends. It’s me and my boys.”",https://www.politifact.com/factchecks/2020/jul/09/viral-image/images-mischaracterize-lebron-james-views-white-pe/,2020-07-09,Viral image,barely-true
593,U.S. Rep. Matt “Cartwright proposes to defund the Wilkes-Barre police.”,https://www.politifact.com/factchecks/2020/jul/09/jim-bognet/no-pa-congressman-matt-cartwright-did-not-call-def/,2020-07-09,Jim Bognet,false
594,Federal officials confirmed that the CDC “sent states tainted lab test kits in early February that were themselves seeded with the virus.”,https://www.politifact.com/factchecks/2020/jul/08/facebook-posts/batch-faulty-cdc-covid-19-tests-didnt-contain-live/,2020-07-08,Facebook posts,false
595,Says Democratic leaders aren’t wearing masks or social distancing in private,https://www.politifact.com/factchecks/2020/jul/08/facebook-posts/claim-democratic-leaders-arent-masks-Pelosi/,2020-07-08,Facebook posts,pants-fire
596,“The spot where they are ‘getting a sample’ for the COVID-19 test is called your Blood-Brain Barrier.”,https://www.politifact.com/factchecks/2020/jul/08/facebook-posts/no-covid-19-test-not-go-near-blood-brain-barrie/,2020-07-08,Facebook posts,pants-fire
597,"Photo shows Raz Simone, “the alleged leader of CHAZ crying after Seattle police arrested him.”",https://www.politifact.com/factchecks/2020/jul/08/viral-image/no-man-photo-isnt-raz-simone/,2020-07-08,Viral image,barely-true
598,Former U.S. Vice President Richard Mentor Johnson was a slave owner married to one of his slaves and father of two children with her.,https://www.politifact.com/factchecks/2020/jul/08/ron-mcmullen/fact-checking-history-iowa-countys-namesake/,2020-07-08,Ron McMullen,true
599,“Dr. Fauci: No reason to be wearing a mask.”,https://www.politifact.com/factchecks/2020/jul/08/facebook-posts/video-shows-outdated-face-mask-guidance-dr-anthony/,2020-07-08,Facebook posts,barely-true
600,"Says Kansas City Chiefs CEO Clark Hunt said, “You will stand, with your hand over your heart and with respect, when our country’s national anthem is being played or you will no longer be a Kansas City Chief.”",https://www.politifact.com/factchecks/2020/jul/08/viral-image/kansas-city-chiefs-ceo-clark-hunt-says-statement-a/,2020-07-08,Viral image,false
601,A photo shows Donald Trump embracing Jeffrey Epstein in the back of a limousine.,https://www.politifact.com/factchecks/2020/jul/08/viral-image/photo-donald-trump-and-jeffrey-epstein-limo-fake/,2020-07-08,Viral image,pants-fire
602,"“For the first time, the Honor Guard soldiers that march at the Tomb of the Unknown Soldier in Arlington Cemetery have been issued live ammunition.”",https://www.politifact.com/factchecks/2020/jul/08/facebook-posts/no-soldiers-guarding-tomb-unknown-soldier-arent-ca/,2020-07-08,Facebook posts,false
603,People carrying guns can’t wear face masks to protect against the coronavirus because it’s a “class 4 felony.”,https://www.politifact.com/factchecks/2020/jul/08/facebook-posts/its-not-against-law-carry-firearm-while-wearing-fa/,2020-07-08,Facebook posts,false
604,"Says Gary Peters ""fought against funding for the VA, veterans housing programs, military pay raises, and health care and research for veterans and their families. He also fought against funding for processing veterans’ disability claims.”",https://www.politifact.com/factchecks/2020/jul/08/national-republican-senatorial-committee/nrsc-distorts-gary-peters-record-veterans-issues/,2020-07-08,National Republican Senatorial Committee,false
605,Says Anthony Fauci “is married to Ghislaine Maxwell’s sister.”,https://www.politifact.com/factchecks/2020/jul/07/viral-image/no-fauci-isnt-married-ghislaine-maxwells-sister/,2020-07-07,Viral image,pants-fire
606,Black Lives Matter demonstrators attack “elderly man wearing oxygen.”,https://www.politifact.com/factchecks/2020/jul/07/facebook-posts/older-man-was-struck-demonstration-not-oxygen/,2020-07-07,Facebook posts,half-true
